freq_ghz,S21_dB,S11_dB
1.435000,-2.579481,-3.488617
1.440000,-2.561906,-3.510382
1.445000,-2.544145,-3.532580
1.450000,-2.526200,-3.555217
1.455000,-2.508073,-3.578300
1.460000,-2.489768,-3.601834
1.465000,-2.471286,-3.625825
1.470000,-2.452632,-3.650282
1.475000,-2.433807,-3.675209
1.480000,-2.414816,-3.700614
1.485000,-2.395660,-3.726504
1.490000,-2.376344,-3.752885
1.495000,-2.356870,-3.779765
1.500000,-2.337242,-3.807150
1.505000,-2.317463,-3.835048
1.510000,-2.297538,-3.863465
1.515000,-2.277469,-3.892410
1.520000,-2.257260,-3.921889
1.525000,-2.236916,-3.951909
1.530000,-2.216440,-3.982479
1.535000,-2.195837,-4.013606
1.540000,-2.175110,-4.045297
1.545000,-2.154263,-4.077559
1.550000,-2.133302,-4.110402
1.555000,-2.112231,-4.143831
1.560000,-2.091054,-4.177855
1.565000,-2.069775,-4.212482
1.570000,-2.048401,-4.247718
1.575000,-2.026936,-4.283572
1.580000,-2.005384,-4.320051
1.585000,-1.983751,-4.357163
1.590000,-1.962043,-4.394915
1.595000,-1.940265,-4.433314
1.600000,-1.918421,-4.472368
1.605000,-1.896519,-4.512083
1.610000,-1.874564,-4.552467
1.615000,-1.852561,-4.593527
1.620000,-1.830518,-4.635268
1.625000,-1.808439,-4.677698
1.630000,-1.786332,-4.720822
1.635000,-1.764202,-4.764647
1.640000,-1.742057,-4.809178
1.645000,-1.719902,-4.854419
1.650000,-1.697746,-4.900377
1.655000,-1.675594,-4.947054
1.660000,-1.653455,-4.994456
1.665000,-1.631334,-5.042584
1.670000,-1.609240,-5.091443
1.675000,-1.587180,-5.141035
1.680000,-1.565162,-5.191360
1.685000,-1.543193,-5.242420
1.690000,-1.521281,-5.294214
1.695000,-1.499434,-5.346742
1.700000,-1.477661,-5.400002
1.705000,-1.455970,-5.453991
1.710000,-1.434368,-5.508705
1.715000,-1.412865,-5.564140
1.720000,-1.391469,-5.620288
1.725000,-1.370189,-5.677141
1.730000,-1.349033,-5.734692
1.735000,-1.328011,-5.792929
1.740000,-1.307132,-5.851840
1.745000,-1.286405,-5.911410
1.750000,-1.265838,-5.971624
1.755000,-1.245442,-6.032463
1.760000,-1.225226,-6.093908
1.765000,-1.205199,-6.155935
1.770000,-1.185370,-6.218520
1.775000,-1.165751,-6.281636
1.780000,-1.146350,-6.345251
1.785000,-1.127176,-6.409334
1.790000,-1.108241,-6.473848
1.795000,-1.089554,-6.538754
1.800000,-1.071124,-6.604010
1.805000,-1.052962,-6.669569
1.810000,-1.035078,-6.735381
1.815000,-1.017482,-6.801395
1.820000,-1.000183,-6.867551
1.825000,-0.983192,-6.933790
1.830000,-0.966519,-7.000045
1.835000,-0.950173,-7.066247
