freq_ghz,S21_dB,S11_dB
5.725000,-20.679065,-0.037301
5.730000,-20.410665,-0.039690
5.735000,-20.153668,-0.042122
5.740000,-19.908626,-0.044580
5.745000,-19.676076,-0.047045
5.750000,-19.456533,-0.049499
5.755000,-19.250475,-0.051919
5.760000,-19.058328,-0.054283
5.765000,-18.880454,-0.056568
5.770000,-18.717135,-0.058750
5.775000,-18.568570,-0.060810
5.780000,-18.434861,-0.062725
5.785000,-18.316007,-0.064479
5.790000,-18.211904,-0.066055
5.795000,-18.122347,-0.067443
5.800000,-18.047027,-0.068632
5.805000,-17.985544,-0.069618
5.810000,-17.937413,-0.070401
5.815000,-17.902075,-0.070981
5.820000,-17.878908,-0.071363
5.825000,-17.867242,-0.071557
5.830000,-17.866372,-0.071571
5.835000,-17.875569,-0.071418
5.840000,-17.894093,-0.071111
5.845000,-17.921205,-0.070665
5.850000,-17.956176,-0.070093
5.855000,-17.998292,-0.069410
5.860000,-18.046869,-0.068632
5.865000,-18.101247,-0.067771
5.870000,-18.160806,-0.066840
5.875000,-18.224957,-0.065852
5.880000,-18.293152,-0.064818
5.885000,-18.364883,-0.063748
5.890000,-18.439679,-0.062651
5.895000,-18.517106,-0.061536
5.900000,-18.596769,-0.060409
5.905000,-18.678307,-0.059278
5.910000,-18.761392,-0.058147
5.915000,-18.845729,-0.057021
5.920000,-18.931050,-0.055904
5.925000,-19.017118,-0.054800
5.930000,-19.103716,-0.053711
5.935000,-19.190655,-0.052640
5.940000,-19.277763,-0.051588
5.945000,-19.364892,-0.050557
5.950000,-19.451907,-0.049548
5.955000,-19.538692,-0.048563
5.960000,-19.625143,-0.047600
5.965000,-19.711172,-0.046661
5.970000,-19.796700,-0.045747
5.975000,-19.881661,-0.044856
5.980000,-19.965995,-0.043989
5.985000,-20.049655,-0.043145
5.990000,-20.132597,-0.042325
5.995000,-20.214787,-0.041528
6.000000,-20.296197,-0.040753
6.005000,-20.376802,-0.040000
6.010000,-20.456583,-0.039269
6.015000,-20.535527,-0.038558
6.020000,-20.613622,-0.037868
6.025000,-20.690862,-0.037198
6.030000,-20.767241,-0.036547
6.035000,-20.842758,-0.035914
6.040000,-20.917413,-0.035300
6.045000,-20.991210,-0.034703
6.050000,-21.064151,-0.034122
6.055000,-21.136244,-0.033559
6.060000,-21.207495,-0.033010
6.065000,-21.277913,-0.032478
6.070000,-21.347508,-0.031960
6.075000,-21.416289,-0.031456
6.080000,-21.484268,-0.030965
6.085000,-21.551457,-0.030488
6.090000,-21.617867,-0.030024
6.095000,-21.683512,-0.029572
6.100000,-21.748405,-0.029132
6.105000,-21.812560,-0.028704
6.110000,-21.875989,-0.028286
6.115000,-21.938708,-0.027880
6.120000,-22.000730,-0.027483
6.125000,-22.062070,-0.027097
6.130000,-22.122742,-0.026720
6.135000,-22.182760,-0.026352
6.140000,-22.242139,-0.025993
6.145000,-22.300894,-0.025643
6.150000,-22.359038,-0.025301
6.155000,-22.416587,-0.024967
6.160000,-22.473554,-0.024641
6.165000,-22.529955,-0.024322
6.170000,-22.585803,-0.024010
6.175000,-22.641112,-0.023706
6.180000,-22.695897,-0.023408
6.185000,-22.750172,-0.023116
6.190000,-22.803951,-0.022831
6.195000,-22.857247,-0.022552
6.200000,-22.910075,-0.022279
6.205000,-22.962449,-0.022011
6.210000,-23.014381,-0.021749
6.215000,-23.065886,-0.021492
6.220000,-23.116977,-0.021240
6.225000,-23.167667,-0.020993
6.230000,-23.217971,-0.020750
6.235000,-23.267900,-0.020513
6.240000,-23.317469,-0.020279
6.245000,-23.366691,-0.020050
6.250000,-23.415579,-0.019825
6.255000,-23.464145,-0.019604
6.260000,-23.512404,-0.019387
6.265000,-23.560368,-0.019174
6.270000,-23.608051,-0.018964
6.275000,-23.655465,-0.018757
6.280000,-23.702623,-0.018554
6.285000,-23.749539,-0.018354
6.290000,-23.796226,-0.018158
6.295000,-23.842697,-0.017964
6.300000,-23.888965,-0.017773
6.305000,-23.935043,-0.017585
6.310000,-23.980945,-0.017400
6.315000,-24.026684,-0.017217
6.320000,-24.072275,-0.017037
6.325000,-24.117729,-0.016859
6.330000,-24.163062,-0.016683
6.335000,-24.208286,-0.016510
6.340000,-24.253417,-0.016339
6.345000,-24.298467,-0.016170
6.350000,-24.343453,-0.016003
6.355000,-24.388387,-0.015838
6.360000,-24.433285,-0.015674
6.365000,-24.478162,-0.015513
6.370000,-24.523033,-0.015353
6.375000,-24.567914,-0.015195
6.380000,-24.612819,-0.015038
6.385000,-24.657766,-0.014883
6.390000,-24.702771,-0.014729
6.395000,-24.747850,-0.014576
6.400000,-24.793020,-0.014425
6.405000,-24.838300,-0.014275
6.410000,-24.883705,-0.014126
6.415000,-24.929256,-0.013978
6.420000,-24.974971,-0.013831
6.425000,-25.020868,-0.013686
6.430000,-25.066968,-0.013541
6.435000,-25.113292,-0.013396
6.440000,-25.159859,-0.013253
6.445000,-25.206691,-0.013111
6.450000,-25.253811,-0.012969
6.455000,-25.301241,-0.012827
6.460000,-25.349005,-0.012686
6.465000,-25.397128,-0.012546
6.470000,-25.445634,-0.012406
6.475000,-25.494549,-0.012267
6.480000,-25.543901,-0.012128
6.485000,-25.593717,-0.011989
6.490000,-25.644027,-0.011851
6.495000,-25.694861,-0.011712
6.500000,-25.746249,-0.011574
6.505000,-25.798224,-0.011436
6.510000,-25.850820,-0.011297
6.515000,-25.904073,-0.011159
6.520000,-25.958018,-0.011021
6.525000,-26.012694,-0.010883
6.530000,-26.068141,-0.010744
6.535000,-26.124401,-0.010605
6.540000,-26.181517,-0.010466
6.545000,-26.239533,-0.010327
6.550000,-26.298499,-0.010187
6.555000,-26.358464,-0.010047
6.560000,-26.419480,-0.009906
6.565000,-26.481601,-0.009765
6.570000,-26.544886,-0.009623
6.575000,-26.609395,-0.009481
6.580000,-26.675192,-0.009337
6.585000,-26.742342,-0.009194
6.590000,-26.810918,-0.009049
6.595000,-26.880992,-0.008904
6.600000,-26.952644,-0.008757
6.605000,-27.025957,-0.008610
6.610000,-27.101017,-0.008462
6.615000,-27.177917,-0.008313
6.620000,-27.256756,-0.008163
6.625000,-27.337636,-0.008012
6.630000,-27.420670,-0.007859
6.635000,-27.505972,-0.007706
6.640000,-27.593669,-0.007551
6.645000,-27.683893,-0.007395
6.650000,-27.776784,-0.007238
6.655000,-27.872494,-0.007080
6.660000,-27.971183,-0.006920
6.665000,-28.073024,-0.006759
6.670000,-28.178202,-0.006597
6.675000,-28.286912,-0.006433
6.680000,-28.399369,-0.006268
6.685000,-28.515800,-0.006102
6.690000,-28.636451,-0.005934
6.695000,-28.761587,-0.005765
6.700000,-28.891496,-0.005594
6.705000,-29.026487,-0.005422
6.710000,-29.166897,-0.005249
6.715000,-29.313093,-0.005075
6.720000,-29.465472,-0.004899
6.725000,-29.624470,-0.004722
6.730000,-29.790562,-0.004544
6.735000,-29.964270,-0.004365
6.740000,-30.146168,-0.004186
6.745000,-30.336890,-0.004005
6.750000,-30.537136,-0.003824
6.755000,-30.747682,-0.003642
6.760000,-30.969396,-0.003460
6.765000,-31.203244,-0.003278
6.770000,-31.450314,-0.003096
6.775000,-31.711832,-0.002914
6.780000,-31.989186,-0.002733
6.785000,-32.283960,-0.002553
6.790000,-32.597967,-0.002374
6.795000,-32.933301,-0.002197
6.800000,-33.292391,-0.002022
6.805000,-33.678084,-0.001849
6.810000,-34.093742,-0.001679
6.815000,-34.543378,-0.001513
6.820000,-35.031833,-0.001351
6.825000,-35.565023,-0.001194
6.830000,-36.150287,-0.001042
6.835000,-36.796882,-0.000897
6.840000,-37.516724,-0.000759
6.845000,-38.325515,-0.000629
6.850000,-39.244556,-0.000507
6.855000,-40.303778,-0.000396
6.860000,-41.547165,-0.000296
6.865000,-43.043253,-0.000208
6.870000,-44.907728,-0.000133
6.875000,-47.360066,-0.000073
6.880000,-50.903511,-0.000029
6.885000,-57.224807,-0.000003
6.890000,-77.397048,0.000005
6.895000,-55.471595,-0.000008
6.900000,-49.705110,-0.000043
6.905000,-46.202899,-0.000101
6.910000,-43.664822,-0.000184
6.915000,-41.664875,-0.000294
6.920000,-40.009533,-0.000432
6.925000,-38.594426,-0.000599
6.930000,-37.356846,-0.000798
6.935000,-36.256196,-0.001028
6.940000,-35.264710,-0.001293
6.945000,-34.362580,-0.001591
6.950000,-33.535201,-0.001925
6.955000,-32.771505,-0.002296
6.960000,-32.062920,-0.002703
6.965000,-31.402676,-0.003146
6.970000,-30.785340,-0.003627
6.975000,-30.206490,-0.004144
6.980000,-29.662477,-0.004697
6.985000,-29.150256,-0.005286
6.990000,-28.667257,-0.005908
6.995000,-28.211287,-0.006562
7.000000,-27.780457,-0.007246
7.005000,-27.373118,-0.007959
7.010000,-26.987822,-0.008698
7.015000,-26.623281,-0.009460
7.020000,-26.278337,-0.010243
7.025000,-25.951943,-0.011044
7.030000,-25.643137,-0.011858
7.035000,-25.351032,-0.012685
7.040000,-25.074804,-0.013519
7.045000,-24.813678,-0.014358
7.050000,-24.566922,-0.015199
7.055000,-24.333842,-0.016038
7.060000,-24.113777,-0.016874
7.065000,-23.906091,-0.017702
7.070000,-23.710178,-0.018521
7.075000,-23.525450,-0.019327
7.080000,-23.351346,-0.020120
7.085000,-23.187321,-0.020897
7.090000,-23.032853,-0.021655
7.095000,-22.887436,-0.022395
7.100000,-22.750585,-0.023114
7.105000,-22.621834,-0.023812
7.110000,-22.500732,-0.024487
7.115000,-22.386850,-0.025140
7.120000,-22.279774,-0.025769
7.125000,-22.179111,-0.026376
7.130000,-22.084482,-0.026959
7.135000,-21.995528,-0.027519
7.140000,-21.911906,-0.028055
7.145000,-21.833291,-0.028570
7.150000,-21.759373,-0.029062
7.155000,-21.689859,-0.029533
7.160000,-21.624470,-0.029982
7.165000,-21.562945,-0.030412
7.170000,-21.505035,-0.030821
7.175000,-21.450505,-0.031212
7.180000,-21.399136,-0.031585
7.185000,-21.350718,-0.031941
7.190000,-21.305057,-0.032279
7.195000,-21.261968,-0.032602
7.200000,-21.221279,-0.032910
7.205000,-21.182829,-0.033204
7.210000,-21.146464,-0.033484
7.215000,-21.112042,-0.033752
7.220000,-21.079430,-0.034007
7.225000,-21.048503,-0.034251
7.230000,-21.019144,-0.034484
7.235000,-20.991244,-0.034707
7.240000,-20.964700,-0.034920
7.245000,-20.939417,-0.035125
7.250000,-20.915306,-0.035321
7.255000,-20.892283,-0.035509
7.260000,-20.870270,-0.035690
7.265000,-20.849194,-0.035864
7.270000,-20.828989,-0.036032
7.275000,-20.809591,-0.036194
7.280000,-20.790940,-0.036350
7.285000,-20.772983,-0.036501
7.290000,-20.755667,-0.036648
7.295000,-20.738946,-0.036789
7.300000,-20.722774,-0.036927
7.305000,-20.707112,-0.037061
7.310000,-20.691920,-0.037191
7.315000,-20.677163,-0.037318
7.320000,-20.662807,-0.037442
7.325000,-20.648823,-0.037563
7.330000,-20.635181,-0.037681
7.335000,-20.621856,-0.037798
7.340000,-20.608822,-0.037911
7.345000,-20.596057,-0.038023
7.350000,-20.583541,-0.038134
7.355000,-20.571254,-0.038242
7.360000,-20.559179,-0.038349
7.365000,-20.547298,-0.038454
7.370000,-20.535597,-0.038558
7.375000,-20.524063,-0.038661
7.380000,-20.512683,-0.038763
7.385000,-20.501446,-0.038864
7.390000,-20.490341,-0.038964
7.395000,-20.479359,-0.039063
7.400000,-20.468492,-0.039161
7.405000,-20.457732,-0.039258
7.410000,-20.447072,-0.039355
7.415000,-20.436508,-0.039452
7.420000,-20.426033,-0.039547
7.425000,-20.415644,-0.039642
7.430000,-20.405337,-0.039737
7.435000,-20.395109,-0.039831
7.440000,-20.384957,-0.039925
7.445000,-20.374881,-0.040018
7.450000,-20.364878,-0.040111
7.455000,-20.354949,-0.040203
7.460000,-20.345093,-0.040295
7.465000,-20.335311,-0.040386
7.470000,-20.325604,-0.040477
7.475000,-20.315973,-0.040567
7.480000,-20.306420,-0.040657
7.485000,-20.296948,-0.040746
7.490000,-20.287560,-0.040835
7.495000,-20.278258,-0.040923
7.500000,-20.269047,-0.041011
7.505000,-20.259931,-0.041097
7.510000,-20.250914,-0.041183
7.515000,-20.242002,-0.041268
7.520000,-20.233199,-0.041353
7.525000,-20.224511,-0.041436
7.530000,-20.215945,-0.041518
7.535000,-20.207507,-0.041599
7.540000,-20.199204,-0.041680
7.545000,-20.191044,-0.041758
7.550000,-20.183034,-0.041836
7.555000,-20.175182,-0.041912
7.560000,-20.167497,-0.041987
7.565000,-20.159988,-0.042060
7.570000,-20.152664,-0.042132
7.575000,-20.145535,-0.042201
7.580000,-20.138612,-0.042269
7.585000,-20.131904,-0.042335
7.590000,-20.125423,-0.042399
7.595000,-20.119180,-0.042460
