variant,gap_um,bend_radius_um,run_length_um,n_nulls_in_window,lower_ghz,lower_db,upper_ghz,upper_db,centre_ghz,span_ghz,ratio,half_split_pct,k_eff
G-400,400,235.0,2164.75,1,,,,,,,,,
