freq_ghz,S21_dB,S11_dB
1.435000,-2.694635,-3.350720
1.440000,-2.678030,-3.370113
1.445000,-2.661231,-3.389897
1.450000,-2.644241,-3.410077
1.455000,-2.627062,-3.430658
1.460000,-2.609696,-3.451647
1.465000,-2.592145,-3.473048
1.470000,-2.574411,-3.494868
1.475000,-2.556498,-3.517113
1.480000,-2.538407,-3.539789
1.485000,-2.520141,-3.562902
1.490000,-2.501702,-3.586458
1.495000,-2.483094,-3.610463
1.500000,-2.464319,-3.634925
1.505000,-2.445379,-3.659850
1.510000,-2.426278,-3.685244
1.515000,-2.407018,-3.711114
1.520000,-2.387603,-3.737467
1.525000,-2.368036,-3.764310
1.530000,-2.348320,-3.791651
1.535000,-2.328458,-3.819495
1.540000,-2.308453,-3.847851
1.545000,-2.288310,-3.876726
1.550000,-2.268031,-3.906128
1.555000,-2.247621,-3.936063
1.560000,-2.227082,-3.966540
1.565000,-2.206419,-3.997565
1.570000,-2.185636,-4.029148
1.575000,-2.164736,-4.061295
1.580000,-2.143724,-4.094014
1.585000,-2.122605,-4.127314
1.590000,-2.101381,-4.161201
1.595000,-2.080058,-4.195685
1.600000,-2.058640,-4.230773
1.605000,-2.037133,-4.266474
1.610000,-2.015539,-4.302794
1.615000,-1.993865,-4.339743
1.620000,-1.972115,-4.377328
1.625000,-1.950294,-4.415557
1.630000,-1.928408,-4.454438
1.635000,-1.906461,-4.493979
1.640000,-1.884459,-4.534188
1.645000,-1.862407,-4.575072
1.650000,-1.840312,-4.616639
1.655000,-1.818178,-4.658897
1.660000,-1.796012,-4.701852
1.665000,-1.773819,-4.745513
1.670000,-1.751606,-4.789885
1.675000,-1.729378,-4.834976
1.680000,-1.707142,-4.880792
1.685000,-1.684904,-4.927339
1.690000,-1.662671,-4.974623
1.695000,-1.640450,-5.022650
1.700000,-1.618246,-5.071424
1.705000,-1.596067,-5.120951
1.710000,-1.573920,-5.171234
1.715000,-1.551812,-5.222277
1.720000,-1.529750,-5.274083
1.725000,-1.507742,-5.326655
1.730000,-1.485794,-5.379994
1.735000,-1.463914,-5.434102
1.740000,-1.442110,-5.488978
1.745000,-1.420390,-5.544623
1.750000,-1.398760,-5.601033
1.755000,-1.377231,-5.658208
1.760000,-1.355808,-5.716142
1.765000,-1.334501,-5.774832
1.770000,-1.313317,-5.834270
1.775000,-1.292265,-5.894450
1.780000,-1.271353,-5.955361
1.785000,-1.250589,-6.016995
1.790000,-1.229983,-6.079337
1.795000,-1.209542,-6.142375
1.800000,-1.189276,-6.206091
1.805000,-1.169193,-6.270469
1.810000,-1.149302,-6.335487
1.815000,-1.129611,-6.401123
1.820000,-1.110130,-6.467352
1.825000,-1.090867,-6.534146
1.830000,-1.071832,-6.601475
1.835000,-1.053033,-6.669305
1.840000,-1.034480,-6.737600
1.845000,-1.016181,-6.806320
1.850000,-0.998145,-6.875422
1.855000,-0.980382,-6.944860
1.860000,-0.962901,-7.014583
1.865000,-0.945710,-7.084538
1.870000,-0.928819,-7.154665
1.875000,-0.912237,-7.224903
1.880000,-0.895972,-7.295184
1.885000,-0.880033,-7.365439
1.890000,-0.864430,-7.435591
1.895000,-0.849171,-7.505561
1.900000,-0.834264,-7.575263
1.905000,-0.819719,-7.644607
1.910000,-0.805543,-7.713501
1.915000,-0.791746,-7.781843
1.920000,-0.778335,-7.849531
1.925000,-0.765320,-7.916455
1.930000,-0.752706,-7.982504
1.935000,-0.740504,-8.047559
1.940000,-0.728720,-8.111500
1.945000,-0.717363,-8.174200
1.950000,-0.706438,-8.235532
1.955000,-0.695955,-8.295363
1.960000,-0.685919,-8.353559
1.965000,-0.676338,-8.409984
1.970000,-0.667219,-8.464499
1.975000,-0.658567,-8.516967
1.980000,-0.650389,-8.567248
1.985000,-0.642691,-8.615204
1.990000,-0.635479,-8.660698
1.995000,-0.628757,-8.703597
2.000000,-0.622533,-8.743770
2.005000,-0.616809,-8.781090
2.010000,-0.611591,-8.815437
2.015000,-0.606884,-8.846696
2.020000,-0.602690,-8.874759
2.025000,-0.599015,-8.899528
2.030000,-0.595862,-8.920912
2.035000,-0.593233,-8.938831
2.040000,-0.591131,-8.953215
2.045000,-0.589560,-8.964008
2.050000,-0.588521,-8.971162
2.055000,-0.588016,-8.974645
2.060000,-0.588046,-8.974436
2.065000,-0.588613,-8.970528
2.070000,-0.589717,-8.962926
2.075000,-0.591360,-8.951649
2.080000,-0.593541,-8.936729
2.085000,-0.596259,-8.918210
2.090000,-0.599515,-8.896150
2.095000,-0.603308,-8.870615
2.100000,-0.607636,-8.841686
2.105000,-0.612497,-8.809451
2.110000,-0.617891,-8.774010
2.115000,-0.623813,-8.735470
2.120000,-0.630263,-8.693945
2.125000,-0.637237,-8.649557
